crop_name_ml,crop_name_en,cultivation_zones,soil_types,fertilizers,seasons,pest_control_methods
ജാതിക്ക വെളുത്തുള്ളി,Drumstick,കാസർഗോഡ്,"മണൽ മണ്ണ്, എക്കൽ മണ്ണ്",പച്ചിലവളം,"കാർഷിക സീസൺ, തുലാവർഷം","സമഗ്ര കീട പരിപാലനം, രാസ മരുന്ന്"
മധുരക്കിഴങ്ങ്,Tea,കണ്ണൂർ,ചെങ്കൽ മണ്ണ്,കമ്പോസ്റ്റ്,"തുലാവർഷം, കാർഷിക സീസൺ",പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം
ചോളം,Turmeric,"കോട്ടയം, തൃശ്ശൂർ",കളിമണ്ണ്,"രാസവളം, കമ്പോസ്റ്റ്","മഴക്കാലം, തുലാവർഷം","രാസ മരുന്ന്, ജൈവ കീട നിയന്ത്രണം"
ഫിംഗർ മില്ലറ്റ്,Chili,"തൃശ്ശൂർ, പാലക്കാട്","ചെങ്കൽ മണ്ണ്, മണൽ മണ്ണ്",കമ്പോസ്റ്റ്,"മഴക്കാലം, വേനൽക്കാലം",രാസ മരുന്ന്
എള്ള്,Coffee,"തിരുവനന്തപുരം, കോട്ടയം, പാലക്കാട്",ചെങ്കൽ മണ്ണ്,"പച്ചിലവളം, ജൈവവളം",വേനൽക്കാലം,രാസ മരുന്ന്
തേങ്ങ,Coffee,കോഴിക്കോട്,ചെങ്കൽ മണ്ണ്,"രാസവളം, പച്ചിലവളം","തുലാവർഷം, വേനൽക്കാലം","പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം, രാസ മരുന്ന്"
കുരുമുളക്,Chili,പത്തനംതിട്ട,എക്കൽ മണ്ണ്,"ജൈവവളം, കമ്പോസ്റ്റ്",തുലാവർഷം,ജൈവ കീട നിയന്ത്രണം
കൊക്കോ,Sugarcane,"കൊല്ലം, എറണാകുളം, കോഴിക്കോട്",ചെങ്കൽ മണ്ണ്,പച്ചിലവളം,കാർഷിക സീസൺ,"ജൈവ കീട നിയന്ത്രണം, രാസ മരുന്ന്"
കുരുമുളക്,Coconut,"കൊല്ലം, പത്തനംതിട്ട, കോഴിക്കോട്","ചെങ്കൽ മണ്ണ്, എക്കൽ മണ്ണ്","ജൈവവളം, രാസവളം",തുലാവർഷം,"പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം, സമഗ്ര കീട പരിപാലനം"
ചെറുകിട (തിനാ / ചാമ),Tea,കോട്ടയം,"ചെങ്കൽ മണ്ണ്, മണൽ മണ്ണ്","ജൈവവളം, രാസവളം","വേനൽക്കാലം, തുലാവർഷം","പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം, രാസ മരുന്ന്"
കുരുമുളക്,Tea,"തൃശ്ശൂർ, ഇടുക്കി","മണൽ മണ്ണ്, ചെങ്കൽ മണ്ണ്",രാസവളം,"തുലാവർഷം, കാർഷിക സീസൺ",രാസ മരുന്ന്
ഏലം,Small Millet,"എറണാകുളം, കൊല്ലം",കളിമണ്ണ്,രാസവളം,"മഴക്കാലം, വേനൽക്കാലം","സമഗ്ര കീട പരിപാലനം, പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം"
ഉരുളക്കിഴങ്ങ്,Ginger,"കൊല്ലം, തൃശ്ശൂർ, കോട്ടയം","എക്കൽ മണ്ണ്, മണൽ മണ്ണ്","രാസവളം, കമ്പോസ്റ്റ്",കാർഷിക സീസൺ,"രാസ മരുന്ന്, ജൈവ കീട നിയന്ത്രണം"
കാപ്പി,Coffee,"കണ്ണൂർ, കോട്ടയം, തൃശ്ശൂർ","മണൽ മണ്ണ്, കളിമണ്ണ്",കമ്പോസ്റ്റ്,മഴക്കാലം,പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം
കരിമ്പ്,Groundnut,കാസർഗോഡ്,കളിമണ്ണ്,ജൈവവളം,"വേനൽക്കാലം, മഴക്കാലം","സമഗ്ര കീട പരിപാലനം, പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം"
വാഴപ്പഴം,Garlic,"തൃശ്ശൂർ, കോഴിക്കോട്, വയനാട്","എക്കൽ മണ്ണ്, കളിമണ്ണ്","കമ്പോസ്റ്റ്, പച്ചിലവളം","വേനൽക്കാലം, മഴക്കാലം","പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം, സമഗ്ര കീട പരിപാലനം"
ഏലം,Tobacco,"കോഴിക്കോട്, പത്തനംതിട്ട","എക്കൽ മണ്ണ്, കളിമണ്ണ്","രാസവളം, ജൈവവളം","വേനൽക്കാലം, തുലാവർഷം",ജൈവ കീട നിയന്ത്രണം
ടർ / ചുവന്ന പയർ,Drumstick,"പാലക്കാട്, ഇടുക്കി","കളിമണ്ണ്, എക്കൽ മണ്ണ്",രാസവളം,വേനൽക്കാലം,"ജൈവ കീട നിയന്ത്രണം, പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം"
പുകയില,Tobacco,കോഴിക്കോട്,മണൽ മണ്ണ്,"രാസവളം, കമ്പോസ്റ്റ്",കാർഷിക സീസൺ,"പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം, ജൈവ കീട നിയന്ത്രണം"
കൊക്കോ,Plantain,പത്തനംതിട്ട,ചെങ്കൽ മണ്ണ്,ജൈവവളം,മഴക്കാലം,ജൈവ കീട നിയന്ത്രണം
മാങ്ങ,Pigeon Pea,കണ്ണൂർ,"മണൽ മണ്ണ്, എക്കൽ മണ്ണ്",പച്ചിലവളം,"കാർഷിക സീസൺ, മഴക്കാലം","ജൈവ കീട നിയന്ത്രണം, രാസ മരുന്ന്"
പൈനാപ്പിൾ,Turmeric,കാസർഗോഡ്,മണൽ മണ്ണ്,കമ്പോസ്റ്റ്,"മഴക്കാലം, വേനൽക്കാലം","രാസ മരുന്ന്, സമഗ്ര കീട പരിപാലനം"
പരുത്തി,Plantain,"കോഴിക്കോട്, തിരുവനന്തപുരം, പാലക്കാട്",എക്കൽ മണ്ണ്,"രാസവളം, പച്ചിലവളം","വേനൽക്കാലം, തുലാവർഷം","സമഗ്ര കീട പരിപാലനം, രാസ മരുന്ന്"
മാങ്ങ,Sesame,"പത്തനംതിട്ട, ഇടുക്കി","കളിമണ്ണ്, മണൽ മണ്ണ്","പച്ചിലവളം, ജൈവവളം","കാർഷിക സീസൺ, മഴക്കാലം",പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം
കുരുമുളക്,Pigeon Pea,"എറണാകുളം, തൃശ്ശൂർ, കണ്ണൂർ",മണൽ മണ്ണ്,"കമ്പോസ്റ്റ്, രാസവളം",വേനൽക്കാലം,ജൈവ കീട നിയന്ത്രണം
കാപ്പി,Garlic,വയനാട്,മണൽ മണ്ണ്,ജൈവവളം,"വേനൽക്കാലം, തുലാവർഷം","രാസ മരുന്ന്, ജൈവ കീട നിയന്ത്രണം"
വാഴപ്പഴം,Chili,"കൊല്ലം, കോട്ടയം",കളിമണ്ണ്,രാസവളം,തുലാവർഷം,"സമഗ്ര കീട പരിപാലനം, പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം"
പുകയില,Cashew,"ഇടുക്കി, എറണാകുളം","എക്കൽ മണ്ണ്, ചെങ്കൽ മണ്ണ്",കമ്പോസ്റ്റ്,"വേനൽക്കാലം, കാർഷിക സീസൺ",പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം
ഉരുളക്കിഴങ്ങ്,Coffee,"ഇടുക്കി, കോഴിക്കോട്, കോട്ടയം","എക്കൽ മണ്ണ്, കളിമണ്ണ്","കമ്പോസ്റ്റ്, ജൈവവളം","മഴക്കാലം, കാർഷിക സീസൺ",പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം
കൊക്കോ,Small Millet,"കണ്ണൂർ, ഇടുക്കി, എറണാകുളം","ചെങ്കൽ മണ്ണ്, കളിമണ്ണ്",പച്ചിലവളം,മഴക്കാലം,"ജൈവ കീട നിയന്ത്രണം, രാസ മരുന്ന്"
കശുവണ്ടി,Sweet Potato,പത്തനംതിട്ട,"മണൽ മണ്ണ്, ചെങ്കൽ മണ്ണ്","പച്ചിലവളം, കമ്പോസ്റ്റ്","തുലാവർഷം, മഴക്കാലം",പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം
കരിമ്പ്,Coconut,പത്തനംതിട്ട,കളിമണ്ണ്,കമ്പോസ്റ്റ്,"വേനൽക്കാലം, തുലാവർഷം","രാസ മരുന്ന്, പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം"
ചോളം,Tobacco,"ഇടുക്കി, തിരുവനന്തപുരം, പത്തനംതിട്ട",കളിമണ്ണ്,ജൈവവളം,"തുലാവർഷം, കാർഷിക സീസൺ",രാസ മരുന്ന്
മധുരക്കിഴങ്ങ്,Pigeon Pea,കോഴിക്കോട്,മണൽ മണ്ണ്,"കമ്പോസ്റ്റ്, ജൈവവളം","തുലാവർഷം, കാർഷിക സീസൺ","പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം, രാസ മരുന്ന്"
തേങ്ങ,Drumstick,"എറണാകുളം, കോട്ടയം","എക്കൽ മണ്ണ്, ചെങ്കൽ മണ്ണ്",പച്ചിലവളം,"കാർഷിക സീസൺ, മഴക്കാലം","പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം, സമഗ്ര കീട പരിപാലനം"
കശുവണ്ടി,Ginger,"തിരുവനന്തപുരം, തൃശ്ശൂർ, ഇടുക്കി","കളിമണ്ണ്, ചെങ്കൽ മണ്ണ്",പച്ചിലവളം,"വേനൽക്കാലം, കാർഷിക സീസൺ",സമഗ്ര കീട പരിപാലനം
നിലക്കടല,Coffee,പാലക്കാട്,"മണൽ മണ്ണ്, കളിമണ്ണ്","ജൈവവളം, രാസവളം",തുലാവർഷം,"പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം, സമഗ്ര കീട പരിപാലനം"
പുകയില,Turmeric,"കൊല്ലം, ഇടുക്കി, കാസർഗോഡ്","മണൽ മണ്ണ്, കളിമണ്ണ്","പച്ചിലവളം, ജൈവവളം","കാർഷിക സീസൺ, തുലാവർഷം","രാസ മരുന്ന്, ജൈവ കീട നിയന്ത്രണം"
മാങ്ങ,Potato,"മലപ്പുറം, കോട്ടയം","മണൽ മണ്ണ്, എക്കൽ മണ്ണ്",പച്ചിലവളം,കാർഷിക സീസൺ,പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം
ചെറുകിട (തിനാ / ചാമ),Small Millet,"മലപ്പുറം, തൃശ്ശൂർ",എക്കൽ മണ്ണ്,"പച്ചിലവളം, കമ്പോസ്റ്റ്",തുലാവർഷം,"സമഗ്ര കീട പരിപാലനം, ജൈവ കീട നിയന്ത്രണം"
ഇഞ്ചി,Wheat,മലപ്പുറം,"ചെങ്കൽ മണ്ണ്, കളിമണ്ണ്",ജൈവവളം,മഴക്കാലം,"സമഗ്ര കീട പരിപാലനം, ജൈവ കീട നിയന്ത്രണം"
ചായ,Rice,"ഇടുക്കി, കണ്ണൂർ, തൃശ്ശൂർ",ചെങ്കൽ മണ്ണ്,"ജൈവവളം, കമ്പോസ്റ്റ്","വേനൽക്കാലം, കാർഷിക സീസൺ","ജൈവ കീട നിയന്ത്രണം, സമഗ്ര കീട പരിപാലനം"
വെറ്റില,Garlic,"വയനാട്, കോഴിക്കോട്",ചെങ്കൽ മണ്ണ്,രാസവളം,"തുലാവർഷം, കാർഷിക സീസൺ","ജൈവ കീട നിയന്ത്രണം, രാസ മരുന്ന്"
ഗ്രാമ്പൂ,Black Pepper,"എറണാകുളം, കാസർഗോഡ്","എക്കൽ മണ്ണ്, മണൽ മണ്ണ്",ജൈവവളം,കാർഷിക സീസൺ,രാസ മരുന്ന്
നിലക്കടല,Turmeric,കോട്ടയം,"എക്കൽ മണ്ണ്, കളിമണ്ണ്",പച്ചിലവളം,"മഴക്കാലം, തുലാവർഷം","പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം, ജൈവ കീട നിയന്ത്രണം"
ചായ,Plantain,തിരുവനന്തപുരം,"മണൽ മണ്ണ്, എക്കൽ മണ്ണ്","പച്ചിലവളം, കമ്പോസ്റ്റ്","തുലാവർഷം, കാർഷിക സീസൺ","രാസ മരുന്ന്, പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം"
ചെറുകിട (തിനാ / ചാമ),Drumstick,തിരുവനന്തപുരം,ചെങ്കൽ മണ്ണ്,പച്ചിലവളം,"വേനൽക്കാലം, മഴക്കാലം",പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം
പരുത്തി,Grampu,പത്തനംതിട്ട,"ചെങ്കൽ മണ്ണ്, കളിമണ്ണ്","കമ്പോസ്റ്റ്, ജൈവവളം","മഴക്കാലം, വേനൽക്കാലം",പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം
ജാതിക്ക വെളുത്തുള്ളി,Coffee,"കണ്ണൂർ, മലപ്പുറം","മണൽ മണ്ണ്, കളിമണ്ണ്",കമ്പോസ്റ്റ്,മഴക്കാലം,രാസ മരുന്ന്
കശുവണ്ടി,Cashew,"പത്തനംതിട്ട, കോട്ടയം, വയനാട്","കളിമണ്ണ്, ചെങ്കൽ മണ്ണ്","പച്ചിലവളം, കമ്പോസ്റ്റ്","കാർഷിക സീസൺ, തുലാവർഷം",ജൈവ കീട നിയന്ത്രണം
അരിക്കാട്ട്,Rice,"കണ്ണൂർ, കൊല്ലം, പത്തനംതിട്ട","കളിമണ്ണ്, എക്കൽ മണ്ണ്",പച്ചിലവളം,വേനൽക്കാലം,ജൈവ കീട നിയന്ത്രണം
മധുരക്കിഴങ്ങ്,Drumstick,"വയനാട്, പാലക്കാട്, പത്തനംതിട്ട","കളിമണ്ണ്, എക്കൽ മണ്ണ്",കമ്പോസ്റ്റ്,"മഴക്കാലം, തുലാവർഷം","പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം, സമഗ്ര കീട പരിപാലനം"
ഇഞ്ചി,Garlic,കൊല്ലം,ചെങ്കൽ മണ്ണ്,"പച്ചിലവളം, ജൈവവളം","തുലാവർഷം, കാർഷിക സീസൺ","പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം, രാസ മരുന്ന്"
കൊക്കോ,Arrowroot,പാലക്കാട്,"കളിമണ്ണ്, മണൽ മണ്ണ്",പച്ചിലവളം,തുലാവർഷം,രാസ മരുന്ന്
ഗ്രാമ്പൂ,Coffee,കൊല്ലം,മണൽ മണ്ണ്,പച്ചിലവളം,തുലാവർഷം,"പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം, ജൈവ കീട നിയന്ത്രണം"
കരിമ്പ്,Sesame,"തിരുവനന്തപുരം, കൊല്ലം","കളിമണ്ണ്, ചെങ്കൽ മണ്ണ്",പച്ചിലവളം,മഴക്കാലം,സമഗ്ര കീട പരിപാലനം
ഉരുളക്കിഴങ്ങ്,Tea,കണ്ണൂർ,ചെങ്കൽ മണ്ണ്,കമ്പോസ്റ്റ്,"വേനൽക്കാലം, കാർഷിക സീസൺ","ജൈവ കീട നിയന്ത്രണം, രാസ മരുന്ന്"
കൊക്കോ,Coconut,കോട്ടയം,"ചെങ്കൽ മണ്ണ്, എക്കൽ മണ്ണ്",രാസവളം,"തുലാവർഷം, കാർഷിക സീസൺ",പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം
നിലക്കടല,Cardamom,"തൃശ്ശൂർ, പാലക്കാട്",എക്കൽ മണ്ണ്,പച്ചിലവളം,കാർഷിക സീസൺ,സമഗ്ര കീട പരിപാലനം
മാങ്ങ,Sugarcane,"മലപ്പുറം, പാലക്കാട്",കളിമണ്ണ്,രാസവളം,"മഴക്കാലം, വേനൽക്കാലം",സമഗ്ര കീട പരിപാലനം
മധുരക്കിഴങ്ങ്,Sugarcane,"കണ്ണൂർ, പാലക്കാട്","കളിമണ്ണ്, എക്കൽ മണ്ണ്",കമ്പോസ്റ്റ്,മഴക്കാലം,പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം
കുരുമുളക്,Drumstick,"പാലക്കാട്, ഇടുക്കി","ചെങ്കൽ മണ്ണ്, മണൽ മണ്ണ്","പച്ചിലവളം, കമ്പോസ്റ്റ്","വേനൽക്കാലം, മഴക്കാലം",പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം
കരിമ്പ്,Banana,"കൊല്ലം, പത്തനംതിട്ട",മണൽ മണ്ണ്,"കമ്പോസ്റ്റ്, ജൈവവളം","തുലാവർഷം, വേനൽക്കാലം",ജൈവ കീട നിയന്ത്രണം
നിലക്കടല,Mango,കാസർഗോഡ്,"എക്കൽ മണ്ണ്, കളിമണ്ണ്","രാസവളം, പച്ചിലവളം","വേനൽക്കാലം, മഴക്കാലം","രാസ മരുന്ന്, സമഗ്ര കീട പരിപാലനം"
മുരിങ്ങ,Betel Leaf,"കണ്ണൂർ, പത്തനംതിട്ട, കോട്ടയം",ചെങ്കൽ മണ്ണ്,ജൈവവളം,"വേനൽക്കാലം, കാർഷിക സീസൺ","ജൈവ കീട നിയന്ത്രണം, രാസ മരുന്ന്"
വാഴപ്പഴം,Sweet Potato,കോട്ടയം,കളിമണ്ണ്,"രാസവളം, ജൈവവളം",കാർഷിക സീസൺ,പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം
പരുത്തി,Coconut,"പാലക്കാട്, എറണാകുളം","എക്കൽ മണ്ണ്, കളിമണ്ണ്","പച്ചിലവളം, ജൈവവളം",കാർഷിക സീസൺ,സമഗ്ര കീട പരിപാലനം
ചെറുകിട (തിനാ / ചാമ),Coconut,"കണ്ണൂർ, കാസർഗോഡ്, എറണാകുളം",എക്കൽ മണ്ണ്,"ജൈവവളം, കമ്പോസ്റ്റ്","വേനൽക്കാലം, കാർഷിക സീസൺ","രാസ മരുന്ന്, പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം"
വെറ്റില,Coconut,"കണ്ണൂർ, കോഴിക്കോട്, കൊല്ലം",ചെങ്കൽ മണ്ണ്,"പച്ചിലവളം, ജൈവവളം",കാർഷിക സീസൺ,"സമഗ്ര കീട പരിപാലനം, ജൈവ കീട നിയന്ത്രണം"
പപ്പായ,Groundnut,"കാസർഗോഡ്, കോഴിക്കോട്, കോട്ടയം",കളിമണ്ണ്,രാസവളം,മഴക്കാലം,പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം
പരുത്തി,Potato,"കോഴിക്കോട്, വയനാട്","മണൽ മണ്ണ്, ചെങ്കൽ മണ്ണ്",ജൈവവളം,മഴക്കാലം,സമഗ്ര കീട പരിപാലനം
ചോളം,Coconut,"കണ്ണൂർ, തിരുവനന്തപുരം",എക്കൽ മണ്ണ്,"പച്ചിലവളം, കമ്പോസ്റ്റ്",വേനൽക്കാലം,സമഗ്ര കീട പരിപാലനം
മധുരക്കിഴങ്ങ്,Cashew,തൃശ്ശൂർ,എക്കൽ മണ്ണ്,"കമ്പോസ്റ്റ്, പച്ചിലവളം","തുലാവർഷം, മഴക്കാലം","ജൈവ കീട നിയന്ത്രണം, രാസ മരുന്ന്"
പുകയില,Rice,"കൊല്ലം, പത്തനംതിട്ട","എക്കൽ മണ്ണ്, ചെങ്കൽ മണ്ണ്",രാസവളം,വേനൽക്കാലം,ജൈവ കീട നിയന്ത്രണം
കശുവണ്ടി,Grampu,തൃശ്ശൂർ,"മണൽ മണ്ണ്, കളിമണ്ണ്",പച്ചിലവളം,കാർഷിക സീസൺ,"ജൈവ കീട നിയന്ത്രണം, സമഗ്ര കീട പരിപാലനം"
ജാതിക്ക വെളുത്തുള്ളി,Sesame,തിരുവനന്തപുരം,"ചെങ്കൽ മണ്ണ്, കളിമണ്ണ്","പച്ചിലവളം, രാസവളം","തുലാവർഷം, കാർഷിക സീസൺ",ജൈവ കീട നിയന്ത്രണം
പരുത്തി,Tea,"ഇടുക്കി, മലപ്പുറം, കാസർഗോഡ്",ചെങ്കൽ മണ്ണ്,"രാസവളം, ജൈവവളം","തുലാവർഷം, മഴക്കാലം",പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം
നിലക്കടല,Tobacco,"പത്തനംതിട്ട, തൃശ്ശൂർ, കോഴിക്കോട്","മണൽ മണ്ണ്, എക്കൽ മണ്ണ്","ജൈവവളം, രാസവളം","കാർഷിക സീസൺ, തുലാവർഷം",പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം
കാപ്പി,Ginger,"ഇടുക്കി, കോഴിക്കോട്","എക്കൽ മണ്ണ്, കളിമണ്ണ്",കമ്പോസ്റ്റ്,"തുലാവർഷം, വേനൽക്കാലം","ജൈവ കീട നിയന്ത്രണം, പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം"
ചോളം,Turmeric,"കാസർഗോഡ്, പത്തനംതിട്ട, പാലക്കാട്",കളിമണ്ണ്,കമ്പോസ്റ്റ്,"കാർഷിക സീസൺ, മഴക്കാലം",ജൈവ കീട നിയന്ത്രണം
മഞ്ഞൾ,Cotton,"കൊല്ലം, മലപ്പുറം, ഇടുക്കി","ചെങ്കൽ മണ്ണ്, എക്കൽ മണ്ണ്","കമ്പോസ്റ്റ്, രാസവളം",തുലാവർഷം,പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം
തേങ്ങ,Garlic,വയനാട്,ചെങ്കൽ മണ്ണ്,"കമ്പോസ്റ്റ്, ജൈവവളം",മഴക്കാലം,"സമഗ്ര കീട പരിപാലനം, രാസ മരുന്ന്"
വാഴപ്പഴം,Coconut,"കോഴിക്കോട്, കൊല്ലം, പത്തനംതിട്ട","എക്കൽ മണ്ണ്, കളിമണ്ണ്","രാസവളം, പച്ചിലവളം","തുലാവർഷം, വേനൽക്കാലം","പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം, ജൈവ കീട നിയന്ത്രണം"
ഏലം,Plantain,കൊല്ലം,"മണൽ മണ്ണ്, കളിമണ്ണ്","ജൈവവളം, കമ്പോസ്റ്റ്",തുലാവർഷം,സമഗ്ര കീട പരിപാലനം
പൈനാപ്പിൾ,Coconut,"വയനാട്, കണ്ണൂർ",എക്കൽ മണ്ണ്,ജൈവവളം,തുലാവർഷം,ജൈവ കീട നിയന്ത്രണം
എള്ള്,Sweet Potato,"വയനാട്, കോട്ടയം",എക്കൽ മണ്ണ്,കമ്പോസ്റ്റ്,"തുലാവർഷം, മഴക്കാലം","രാസ മരുന്ന്, ജൈവ കീട നിയന്ത്രണം"
പുകയില,Cotton,"തൃശ്ശൂർ, മലപ്പുറം, പാലക്കാട്",എക്കൽ മണ്ണ്,പച്ചിലവളം,വേനൽക്കാലം,പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം
മാങ്ങ,Coconut,പത്തനംതിട്ട,മണൽ മണ്ണ്,"രാസവളം, ജൈവവളം",വേനൽക്കാലം,"പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം, ജൈവ കീട നിയന്ത്രണം"
ചെറുകിട (തിനാ / ചാമ),Tobacco,"തൃശ്ശൂർ, എറണാകുളം",മണൽ മണ്ണ്,"കമ്പോസ്റ്റ്, പച്ചിലവളം","വേനൽക്കാലം, മഴക്കാലം","പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം, ജൈവ കീട നിയന്ത്രണം"
അരിക്കാട്ട്,Cotton,കൊല്ലം,"കളിമണ്ണ്, എക്കൽ മണ്ണ്",ജൈവവളം,"മഴക്കാലം, വേനൽക്കാലം","സമഗ്ര കീട പരിപാലനം, പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം"
ഗ്രാമ്പൂ,Cotton,എറണാകുളം,"ചെങ്കൽ മണ്ണ്, എക്കൽ മണ്ണ്",രാസവളം,"തുലാവർഷം, മഴക്കാലം",പ്രകൃതി വഴിയുള്ള നിയന്ത്രണം
ഉരുളക്കിഴങ്ങ്,Turmeric,മലപ്പുറം,ചെങ്കൽ മണ്ണ്,"പച്ചിലവളം, ജൈവവളം",കാർഷിക സീസൺ,"ജൈവ കീട നിയന്ത്രണം, സമഗ്ര കീട പരിപാലനം"
തേങ്ങ,Papaya,"കൊല്ലം, കോഴിക്കോട്, കോട്ടയം","എക്കൽ മണ്ണ്, മണൽ മണ്ണ്",ജൈവവളം,തുലാവർഷം,"രാസ മരുന്ന്, സമഗ്ര കീട പരിപാലനം"
ചെറുകിട (തിനാ / ചാമ),Pigeon Pea,"കൊല്ലം, കോഴിക്കോട്, തിരുവനന്തപുരം","കളിമണ്ണ്, മണൽ മണ്ണ്","രാസവളം, കമ്പോസ്റ്റ്",തുലാവർഷം,"സമഗ്ര കീട പരിപാലനം, രാസ മരുന്ന്"
മാങ്ങ,Betel Leaf,"തൃശ്ശൂർ, തിരുവനന്തപുരം, കാസർഗോഡ്","കളിമണ്ണ്, ചെങ്കൽ മണ്ണ്","പച്ചിലവളം, ജൈവവളം",വേനൽക്കാലം,സമഗ്ര കീട പരിപാലനം
വെറ്റില,Small Millet,"കോട്ടയം, കാസർഗോഡ്","എക്കൽ മണ്ണ്, മണൽ മണ്ണ്",കമ്പോസ്റ്റ്,മഴക്കാലം,"സമഗ്ര കീട പരിപാലനം, രാസ മരുന്ന്"
ഇഞ്ചി,Rice,"കോട്ടയം, തൃശ്ശൂർ, തിരുവനന്തപുരം",എക്കൽ മണ്ണ്,"ജൈവവളം, പച്ചിലവളം",വേനൽക്കാലം,രാസ മരുന്ന്
ചോളം,Black Pepper,"മലപ്പുറം, കോട്ടയം","എക്കൽ മണ്ണ്, കളിമണ്ണ്","രാസവളം, ജൈവവളം","തുലാവർഷം, മഴക്കാലം","സമഗ്ര കീട പരിപാലനം, ജൈവ കീട നിയന്ത്രണം"
കശുവണ്ടി,Plantain,"കണ്ണൂർ, വയനാട്",ചെങ്കൽ മണ്ണ്,പച്ചിലവളം,"വേനൽക്കാലം, തുലാവർഷം","സമഗ്ര കീട പരിപാലനം, ജൈവ കീട നിയന്ത്രണം"
